[26-Mar-2016 19:13:06 UTC] PHP Parse error:  syntax error, unexpected ')' in /home/ubuntu/workspace/recipes/storage/framework/views/4846faef533c87d9f902460e1d838f64b70657d9.php on line 12
[31-Mar-2016 11:25:15 UTC] PHP  61. Illuminate\Routing\ControllerDispatcher->call() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Routing/ControllerDispatcher.php:94
[31-Mar-2016 11:25:15 UTC] PHP  62. Illuminate\Routing\Controller->callAction() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Routing/ControllerDispatcher.php:146
[31-Mar-2016 11:25:15 UTC] PHP  63. call_user_func_array:{/home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Routing/Controller.php:80}() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Routing/Controller.php:80
[31-Mar-2016 11:25:15 UTC] PHP  64. App\Http\Controllers\RecipesController->create() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Routing/Controller.php:80
[31-Mar-2016 11:44:47 UTC] PHP Fatal error:  Call to undefined method Illuminate\Support\Facades\Request::has() in /home/ubuntu/workspace/recipes/app/Http/Controllers/RecipesController.php on line 45
[31-Mar-2016 11:44:47 UTC] PHP Stack trace:
[31-Mar-2016 11:44:47 UTC] PHP   1. {main}() /home/ubuntu/workspace/recipes/public/index.php:0
[31-Mar-2016 11:44:47 UTC] PHP   2. Illuminate\Foundation\Http\Kernel->handle() /home/ubuntu/workspace/recipes/public/index.php:54
[31-Mar-2016 11:44:47 UTC] PHP   3. Illuminate\Foundation\Http\Kernel->sendRequestThroughRouter() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Foundation/Http/Kernel.php:99
[31-Mar-2016 11:44:47 UTC] PHP   4. Illuminate\Pipeline\Pipeline->then() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Foundation/Http/Kernel.php:132
[31-Mar-2016 11:44:47 UTC] PHP   5. call_user_func:{/home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103}() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103
[31-Mar-2016 11:44:47 UTC] PHP   6. Illuminate\Routing\Pipeline->Illuminate\Routing\{closure}() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103
[31-Mar-2016 11:44:47 UTC] PHP   7. call_user_func:{/home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32}() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32
[31-Mar-2016 11:44:47 UTC] PHP   8. Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32
[31-Mar-2016 11:44:47 UTC] PHP   9. call_user_func_array:{/home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124}() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124
[31-Mar-2016 11:44:47 UTC] PHP  10. Illuminate\Foundation\Http\Middleware\CheckForMaintenanceMode->handle() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124
[31-Mar-2016 11:44:47 UTC] PHP  11. Illuminate\Routing\Pipeline->Illuminate\Routing\{closure}() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Foundation/Http/Middleware/CheckForMaintenanceMode.php:44
[31-Mar-2016 11:44:47 UTC] PHP  12. call_user_func:{/home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:52}() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:52
[31-Mar-2016 11:44:47 UTC] PHP  13. Illuminate\Foundation\Http\Kernel->Illuminate\Foundation\Http\{closure}() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:52
[31-Mar-2016 11:44:47 UTC] PHP  14. Illuminate\Routing\Router->dispatch() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Foundation/Http/Kernel.php:246
[31-Mar-2016 11:44:47 UTC] PHP  15. Illuminate\Routing\Router->dispatchToRoute() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Routing/Router.php:675
[31-Mar-2016 11:44:47 UTC] PHP  16. Illuminate\Routing\Router->runRouteWithinStack() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Routing/Router.php:699
[31-Mar-2016 11:44:47 UTC] PHP  17. Illuminate\Pipeline\Pipeline->then() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Routing/Router.php:726
[31-Mar-2016 11:44:47 UTC] PHP  18. call_user_func:{/home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103}() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103
[31-Mar-2016 11:44:47 UTC] PHP  19. Illuminate\Routing\Pipeline->Illuminate\Routing\{closure}() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103
[31-Mar-2016 11:44:47 UTC] PHP  20. call_user_func:{/home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32}() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32
[31-Mar-2016 11:44:47 UTC] PHP  21. Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32
[31-Mar-2016 11:44:47 UTC] PHP  22. call_user_func_array:{/home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124}() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124
[31-Mar-2016 11:44:47 UTC] PHP  23. Illuminate\Cookie\Middleware\EncryptCookies->handle() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124
[31-Mar-2016 11:44:47 UTC] PHP  24. Illuminate\Routing\Pipeline->Illuminate\Routing\{closure}() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Cookie/Middleware/EncryptCookies.php:59
[31-Mar-2016 11:44:47 UTC] PHP  25. call_user_func:{/home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32}() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32
[31-Mar-2016 11:44:47 UTC] PHP  26. Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32
[31-Mar-2016 11:44:47 UTC] PHP  27. call_user_func_array:{/home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124}() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124
[31-Mar-2016 11:44:47 UTC] PHP  28. Illuminate\Cookie\Middleware\AddQueuedCookiesToResponse->handle() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124
[31-Mar-2016 11:44:47 UTC] PHP  29. Illuminate\Routing\Pipeline->Illuminate\Routing\{closure}() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Cookie/Middleware/AddQueuedCookiesToResponse.php:37
[31-Mar-2016 11:44:47 UTC] PHP  30. call_user_func:{/home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32}() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32
[31-Mar-2016 11:44:47 UTC] PHP  31. Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32
[31-Mar-2016 11:44:47 UTC] PHP  32. call_user_func_array:{/home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124}() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124
[31-Mar-2016 11:44:47 UTC] PHP  33. Illuminate\Session\Middleware\StartSession->handle() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124
[31-Mar-2016 11:44:47 UTC] PHP  34. Illuminate\Routing\Pipeline->Illuminate\Routing\{closure}() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Session/Middleware/StartSession.php:62
[31-Mar-2016 11:44:47 UTC] PHP  35. call_user_func:{/home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32}() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32
[31-Mar-2016 11:44:47 UTC] PHP  36. Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32
[31-Mar-2016 11:44:47 UTC] PHP  37. call_user_func_array:{/home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124}() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124
[31-Mar-2016 11:44:47 UTC] PHP  38. Illuminate\View\Middleware\ShareErrorsFromSession->handle() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124
[31-Mar-2016 11:44:47 UTC] PHP  39. Illuminate\Routing\Pipeline->Illuminate\Routing\{closure}() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/View/Middleware/ShareErrorsFromSession.php:49
[31-Mar-2016 11:44:47 UTC] PHP  40. call_user_func:{/home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32}() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32
[31-Mar-2016 11:44:47 UTC] PHP  41. Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32
[31-Mar-2016 11:44:47 UTC] PHP  42. call_user_func_array:{/home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124}() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124
[31-Mar-2016 11:44:47 UTC] PHP  43. Illuminate\Foundation\Http\Middleware\VerifyCsrfToken->handle() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124
[31-Mar-2016 11:44:47 UTC] PHP  44. Illuminate\Routing\Pipeline->Illuminate\Routing\{closure}() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Foundation/Http/Middleware/VerifyCsrfToken.php:64
[31-Mar-2016 11:44:47 UTC] PHP  45. call_user_func:{/home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32}() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32
[31-Mar-2016 11:44:47 UTC] PHP  46. Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32
[31-Mar-2016 11:44:47 UTC] PHP  47. call_user_func_array:{/home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124}() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124
[31-Mar-2016 11:44:47 UTC] PHP  48. App\Http\Middleware\Authenticate->handle() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124
[31-Mar-2016 11:44:47 UTC] PHP  49. Illuminate\Routing\Pipeline->Illuminate\Routing\{closure}() /home/ubuntu/workspace/recipes/app/Http/Middleware/Authenticate.php:28
[31-Mar-2016 11:44:47 UTC] PHP  50. call_user_func:{/home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:52}() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:52
[31-Mar-2016 11:44:47 UTC] PHP  51. Illuminate\Routing\Router->Illuminate\Routing\{closure}() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:52
[31-Mar-2016 11:44:47 UTC] PHP  52. Illuminate\Routing\Route->run() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Routing/Router.php:724
[31-Mar-2016 11:44:47 UTC] PHP  53. Illuminate\Routing\Route->runController() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Routing/Route.php:140
[31-Mar-2016 11:44:47 UTC] PHP  54. Illuminate\Routing\ControllerDispatcher->dispatch() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Routing/Route.php:174
[31-Mar-2016 11:44:47 UTC] PHP  55. Illuminate\Routing\ControllerDispatcher->callWithinStack() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Routing/ControllerDispatcher.php:54
[31-Mar-2016 11:44:47 UTC] PHP  56. Illuminate\Pipeline\Pipeline->then() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Routing/ControllerDispatcher.php:96
[31-Mar-2016 11:44:47 UTC] PHP  57. call_user_func:{/home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103}() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103
[31-Mar-2016 11:44:47 UTC] PHP  58. Illuminate\Routing\Pipeline->Illuminate\Routing\{closure}() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103
[31-Mar-2016 11:44:47 UTC] PHP  59. call_user_func:{/home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:52}() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:52
[31-Mar-2016 11:44:47 UTC] PHP  60. Illuminate\Routing\ControllerDispatcher->Illuminate\Routing\{closure}() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:52
[31-Mar-2016 11:44:47 UTC] PHP  61. Illuminate\Routing\ControllerDispatcher->call() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Routing/ControllerDispatcher.php:94
[31-Mar-2016 11:44:47 UTC] PHP  62. Illuminate\Routing\Controller->callAction() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Routing/ControllerDispatcher.php:146
[31-Mar-2016 11:44:47 UTC] PHP  63. call_user_func_array:{/home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Routing/Controller.php:80}() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Routing/Controller.php:80
[31-Mar-2016 11:44:47 UTC] PHP  64. App\Http\Controllers\RecipesController->save() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Routing/Controller.php:80
[31-Mar-2016 11:47:43 UTC] PHP Fatal error:  Class 'App\Http\Controllers\Auth' not found in /home/ubuntu/workspace/recipes/app/Http/Controllers/RecipesController.php on line 60
[31-Mar-2016 11:47:43 UTC] PHP Stack trace:
[31-Mar-2016 11:47:43 UTC] PHP   1. {main}() /home/ubuntu/workspace/recipes/public/index.php:0
[31-Mar-2016 11:47:43 UTC] PHP   2. Illuminate\Foundation\Http\Kernel->handle() /home/ubuntu/workspace/recipes/public/index.php:54
[31-Mar-2016 11:47:43 UTC] PHP   3. Illuminate\Foundation\Http\Kernel->sendRequestThroughRouter() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Foundation/Http/Kernel.php:99
[31-Mar-2016 11:47:43 UTC] PHP   4. Illuminate\Pipeline\Pipeline->then() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Foundation/Http/Kernel.php:132
[31-Mar-2016 11:47:43 UTC] PHP   5. call_user_func:{/home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103}() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103
[31-Mar-2016 11:47:43 UTC] PHP   6. Illuminate\Routing\Pipeline->Illuminate\Routing\{closure}() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103
[31-Mar-2016 11:47:43 UTC] PHP   7. call_user_func:{/home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32}() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32
[31-Mar-2016 11:47:43 UTC] PHP   8. Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32
[31-Mar-2016 11:47:43 UTC] PHP   9. call_user_func_array:{/home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124}() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124
[31-Mar-2016 11:47:43 UTC] PHP  10. Illuminate\Foundation\Http\Middleware\CheckForMaintenanceMode->handle() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124
[31-Mar-2016 11:47:43 UTC] PHP  11. Illuminate\Routing\Pipeline->Illuminate\Routing\{closure}() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Foundation/Http/Middleware/CheckForMaintenanceMode.php:44
[31-Mar-2016 11:47:43 UTC] PHP  12. call_user_func:{/home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:52}() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:52
[31-Mar-2016 11:47:43 UTC] PHP  13. Illuminate\Foundation\Http\Kernel->Illuminate\Foundation\Http\{closure}() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:52
[31-Mar-2016 11:47:43 UTC] PHP  14. Illuminate\Routing\Router->dispatch() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Foundation/Http/Kernel.php:246
[31-Mar-2016 11:47:43 UTC] PHP  15. Illuminate\Routing\Router->dispatchToRoute() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Routing/Router.php:675
[31-Mar-2016 11:47:43 UTC] PHP  16. Illuminate\Routing\Router->runRouteWithinStack() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Routing/Router.php:699
[31-Mar-2016 11:47:43 UTC] PHP  17. Illuminate\Pipeline\Pipeline->then() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Routing/Router.php:726
[31-Mar-2016 11:47:43 UTC] PHP  18. call_user_func:{/home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103}() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103
[31-Mar-2016 11:47:43 UTC] PHP  19. Illuminate\Routing\Pipeline->Illuminate\Routing\{closure}() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103
[31-Mar-2016 11:47:43 UTC] PHP  20. call_user_func:{/home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32}() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32
[31-Mar-2016 11:47:43 UTC] PHP  21. Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32
[31-Mar-2016 11:47:43 UTC] PHP  22. call_user_func_array:{/home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124}() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124
[31-Mar-2016 11:47:43 UTC] PHP  23. Illuminate\Cookie\Middleware\EncryptCookies->handle() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124
[31-Mar-2016 11:47:43 UTC] PHP  24. Illuminate\Routing\Pipeline->Illuminate\Routing\{closure}() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Cookie/Middleware/EncryptCookies.php:59
[31-Mar-2016 11:47:43 UTC] PHP  25. call_user_func:{/home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32}() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32
[31-Mar-2016 11:47:43 UTC] PHP  26. Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32
[31-Mar-2016 11:47:43 UTC] PHP  27. call_user_func_array:{/home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124}() /home/ubuntu/workspace/recipes/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124
